id,title,img,actors,director,brief,goal,category,isCrawl,isIndex
c6pp7uwg1o4h4bq,浪漫星星,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/c/c6pp7uwg1o4h4bq.jpg,,,新贵总裁恋上平民小裁缝,1.3,爱情,0,0
alsuze6rk2p32t0,看不见的TA2,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/a/alsuze6rk2p32t0.jpg,,,TFBOYS神秘方式治愈孤独,1.2,网络剧 偶像,0,0
tlsujlewdkubfyz,热舞吧！青春,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/t/tlsujlewdkubfyz.jpg,,,迪丽热巴炫酷街舞释放青春,1.2,网络剧 偶像,0,0
ziii7d2cx9tx0cq,少年有点酷,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/z/ziii7d2cx9tx0cq.jpg,,,高燃少年追梦青春,1.2,网络剧 偶像,0,0
1eyf4xyyez4p76n,恶魔少爷第一季,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/1/1eyf4xyyez4p76n.jpg,,,00后霸道总裁宠虐神剧,1.2,网络剧 爱情 偶像,0,0
b4vdyp3yd73t8dc,夏至未至,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/b/b4vdyp3yd73t8dc.jpg,,,陈学冬郑爽白敬亭话青春,1.1,爱情 偶像,0,0
4d4kea1v0415435,橘生淮南·速看版,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/4/4d4kea1v0415435.jpg,,,酸甜暗恋瞬间都在这里,1.1,片花 爱情 剧情,0,0
f83yyw1wjm6vqwu,暗恋橘生淮南,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/f/f83yyw1wjm6vqwu.jpg,,,“振华系列”收官之作来袭,1.1,爱情 剧情,0,0
fyxgdb78znsgkti,《九州天空城2》,//puui.qpic.cn/vupload/0/20190716_sub_poster_vip.png/0,徐正溪/ 王玉雯/ 李沐宸/ 代文雯/ 王子奇/ 柴格,赵锦焘/ 闵国辉/ 张进庆,"羽皇风天逸与人族少女易茯苓打破了星流花神的宿命轮回，有情人终成眷属，被后人传为佳话。其女风如澈出生那年，澜州大地最伟大的秘术师雪景空的一滴心头血拯救了被花神杀死的风如澈，由此开启了二人一生的宿命纠葛。
澜州各地群雄四起，神谕有云“金翼出，女皇现”，各方势力都在寻找生有金色羽翼的风天逸独女。风如澈十八岁生日那天突然长出一双金色羽翼，命运从此改变。昨天还是走江湖讨生活的小飞贼，今日就成了君临天下的女皇陛下。进入宫中，风如澈却成为权臣明争暗斗的棋子，落难的她再次命运般地邂逅了雪景空……",7.8,内地 2020 古装 奇幻 爱情 偶像,1,1
mzc00200gzu1lms,天空城2·竖屏剧场,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200gzu1lms.jpg,,,换个角度看风雪甜豆沙,8.2,片花 古装,0,0
mzc0020088yuxit,九州天空城2·速看版,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc0020088yuxit.jpg,,,三分钟get精华剧情,8.2,片花 古装,0,0
mzc002008sqi5ax,天空城2·独家花絮,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc002008sqi5ax.jpg,,,风雪CP片场撒糖,8.2,片花 古装,0,0
mzc00200to384h9,天空城2·风雪甜豆沙,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200to384h9.jpg,,,澜州趣甜爱情故事,8.2,片花 古装,0,0
0lmgk2kez0lztri,九州天空城,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/0/0lmgk2kez0lztri.jpg,,,张若昀关晓彤演绎凄美虐恋,2.0,古装 科幻 爱情 偶像,0,0
033i818h6hqga2i,独孤天下,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/0/033i818h6hqga2i.jpg,,,胡冰卿安以轩姐妹卷入宫闱秘闻,1.9,古装 爱情,0,0
1zy0d9omf1ycae9,凤弈·东梁爱情故事,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/1/1zy0d9omf1ycae9.jpg,,,琵琶精倒追叉腰太师,1.8,片花 古装 爱情,0,0
1hnc62lteegcjhu,山海经之赤影传说,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/1/1hnc62lteegcjhu.jpg,,,张翰穿越千年恋娜扎,1.6,片花 古装 神话 科幻 爱情 偶像,0,0
vooy2m9hi5p1jqm,三生三世枕上书,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/v/vooy2m9hi5p1jqm.jpg,,,迪丽热巴高伟光再续前缘,1.6,古装 科幻 爱情,0,0
qg67m04ckextp6j,九州·海上牧云记,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/q/qg67m04ckextp6j.jpg,,,黄轩窦骁开启九州世界,1.5,古装 科幻,0,0
j6b8z5urtg2wj5h,将夜2,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/j/j6b8z5urtg2wj5h.jpg,,,热血少年逆天再战,1.5,古装 科幻 剧情 爱情,0,0
nuijxf6k13t6z9b,择天记,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/n/nuijxf6k13t6z9b.jpg,,,鹿晗荧屏首秀逆天改命,1.4,古装 科幻,0,0
jdiybxs1wqckee9,《海上牧云记》干货版,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/j/jdiybxs1wqckee9.jpg,,,带你空降重点剧情,1.4,古装 科幻,0,0
6tnvojd22kjfbhz,萌妻食神夫妇高甜日常,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/6/6tnvojd22kjfbhz.jpg,,,业余CP狗粮领取处,1.4,片花 古装 爱情 喜剧,0,0
tdet7pc4l20p72q,《爱情的开关》,//puui.qpic.cn/vcover_vt_pic/0/mzc00200k12f5gi1586743935552/350,熊梓淇/ 赖雨濛/ 董力/ 赵珞然/ 马雪阳/ 王渊慧/ 何佳宣/ 许榕真/ 岳跃利,杨玄,周衍照与小萌深爱彼此多年。周衍照按照约定在小萌二十二岁生日之时回国相见。但周父意外过世，周衍照不得不接受父亲所经营的地产公司。因为害死周父的嫌疑人是小萌的母亲，两人之间爱情破碎。周衍照进入盛海集团，与对手蒋庆诚一次又一次过招，经历商业危机、手下背叛、融资失败、工程事故、身世秘密等重重坎坷，艰难守业。而小萌，背负着周衍照的误解和仇恨，主持事业几起几落。她从未放弃，同时一直坚持慈善公益事业，帮助福利院孩子天空复明。小萌一直在努力使自己成长为更坚强美好的人。几经风雨坎坷，两人之间矛盾和误解逐渐消弭。周衍照与周小萌携手，找出阴谋幕后的真凶，同时也从蒋庆诚手中夺回了盛海集团。最终，两人重新打开了心中爱情的开关，相爱相守。,7.8,内地 2020 都市 爱情,1,1
mzc00200enshrig,爱情的开关[DVD版],,,,熊梓淇赖雨濛董力都市虐恋,16.,都市 爱情,0,0
mzc00200h3xpgq8,爱情的开关·竖屏剧场,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200h3xpgq8.jpg,,,上划屏幕看竖版高能片段,11.,片花 都市 爱情,0,0
mzc00200bnjp66c,爱情的开关·速看版,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200bnjp66c.jpg,,,三分钟看青梅竹马虐恋情深,11.,片花 都市 爱情,0,0
mzc00200b0nq97c,国民老公2,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200b0nq97c.jpg,,,熊梓淇赖雨濛婚后虐恋,1.8,爱情 偶像 剧情,0,0
mzc00200fybsdhu,国民老公2·速看版,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200fybsdhu.jpg,,,3分钟看国民老公婚后虐恋,1.5,片花 爱情 偶像 剧情,0,0
qbg2fqufux43l4p,恋了爱了,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/q/qbg2fqufux43l4p.jpg,,,都市豪门虐情绝爱,1.5,都市 爱情,0,0
mzc00200hqfenem,国民老公2·独家花絮,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200hqfenem.jpg,,,国民老公幕后趣闻,1.3,片花 爱情 偶像,0,0
ytnxlfqkis831x8,繁星四月,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/y/ytnxlfqkis831x8.jpg,,,戚薇吴奇隆上演地下虐恋,1.2,都市 爱情,0,0
6x00wpwwa2qvkmp,幸福媳妇成长记,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/6/6x00wpwwa2qvkmp.jpg,,,前女友混战前妻,1.1,都市 爱情 家庭 剧情,0,0
pugfij2xohwuxku,爱要有你才完美,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/p/pugfij2xohwuxku.jpg,,,寻梦的北漂,1.1,都市 爱情,0,0
i51ytraliclii9q,好久不见,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/i/i51ytraliclii9q.jpg,,,杨子姗郑恺深陷十年虐恋,1.0,都市 爱情,0,0
ihraffcdbbtvytc,真情告别,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/i/ihraffcdbbtvytc.jpg,,,都市情感剧,1.0,都市 爱情,0,0
lwidpn2fagebmpg,爱情的十字路口,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/l/lwidpn2fagebmpg.jpg,,,贺刚演绎都市型男,1.0,都市 爱情,0,0
w1k6sxejqzl096d,今世迷情,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/w/w1k6sxejqzl096d.jpg,,,生死一线,1.0,都市 爱情,0,0
